smiles,molecular_weight,logp,hbd,hba,passes_lipinski,disease_area
NS(=O)(=O)c1ccc(Nc2nc(Cl)nc(NCCCCO)n2)cc1,372.84,1.1,4,8,True,infection
CC(C)(C)[Si](C)(C)OCCOc1nc(Cl)nc(Nc2ccc(S(N)(=O)=O)cc2)n1,460.03,3.317,2,8,True,infection
NS(=O)(=O)c1ccc(CNc2nc(Cl)nc(NCCC(=O)O)n2)cc1,386.82,0.671,4,8,True,infection
NS(=O)(=O)c1ccc(CCNc2nc(Cl)nc(NCC(=O)O)n2)cc1,386.82,0.323,4,8,True,infection
COC(=O)CNc1nc(Cl)nc(NCCc2ccc(S(N)(=O)=O)cc2)n1,400.85,0.412,3,9,True,infection
NS(=O)(=O)c1ccc(CCNc2nc(Cl)nc(NCCC(=O)O)n2)cc1,400.85,0.714,4,8,True,infection
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,369.42,1.153,3,5,True,infection
NS(=O)(=O)c1cnccc1-n1ccc(=O)cc1,251.27,-0.12,1,4,True,infection
CN(C)c1cc[n+](-c2ccncc2S(N)(=O)=O)cc1.[Cl-],314.8,-2.924,1,4,True,infection
Cc1cc[n+](-c2ccncc2S(N)(=O)=O)cc1.[Cl-],285.76,-2.682,1,3,True,infection
Cc1cccc[n+]1-c1ccncc1S(N)(=O)=O.[Cl-],285.76,-2.682,1,3,True,infection
NS(=O)(=O)c1cnccc1-[n+]1ccccc1.[Cl-],271.73,-2.99,1,3,True,infection
NS(=O)(=O)c1cnccc1-n1ccc(=O)c(S(N)(=O)=O)c1,330.35,-1.473,2,6,True,infection
COC1=CC=CC2N1c1ccncc1S(=O)(=O)N2c1ccncc1S(N)(=O)=O,421.46,0.523,1,8,True,infection
NS(=O)(=O)c1cnccc1-n1ccccc1=O,251.27,-0.12,1,4,True,infection
COC1=C(S(N)(=O)=O)C2NS(=O)(=O)c3cnccc3N2C=C1,344.37,-0.82,2,7,True,infection
NS(=O)(=O)c1cnccc1Oc1ccncc1S(N)(=O)=O,330.35,-0.436,2,7,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccccc1,318.4,1.846,1,3,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccc(Br)cc1,397.29,2.609,1,3,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccc(Cl)cc1,352.84,2.5,1,3,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccc(C#N)cc1,343.41,1.718,1,4,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccc(F)cc1,336.39,1.985,1,3,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccc(C)cc1,332.43,2.155,1,3,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1cccc([N+](=O)[O-])c1,363.4,1.754,1,5,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccc([N+](=O)[O-])cc1,363.4,1.754,1,5,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1cccc(N)c1,333.41,1.428,2,4,True,infection
COc1ccc2c(c1)CCN(S(N)(=O)=O)C2c1ccc(N)cc1,333.41,1.428,2,4,True,infection
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,362.77,4.431,0,6,True,infection
O=c1ccc2ccccc2[nH]1,145.16,1.528,1,1,True,infection
O/N=c1/ccc2ccccc2o1,161.16,1.723,1,3,True,infection
Cc1cc(C)o/c(=N/O)c1,139.15,1.186,1,3,True,infection
OC(=S)c1ccccc1,138.19,1.92,1,1,True,infection
[O-][n+]1ccccc1[S-].[O-][n+]1ccccc1[S-].[Zn+2],317.71,0.449,0,4,True,infection
S=C(NCN1CCOCC1)Nc1ccc(Br)cn1,331.24,1.42,2,4,True,infection
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.25,-0.196,2,5,True,infection
CCc1cc(NCc2ccc3ccccc3c2)c(O)nc1C,292.38,4.423,2,3,True,infection
O=c1[nH]c2c(c(=O)[nH]1)CNc1ccccc1S2,247.28,1.14,3,4,True,infection
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C)C1,257.34,2.282,1,2,True,infection
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C(C)C)C1,285.39,2.918,1,2,True,infection
CCc1cc(NCc2nc3ccccc3s2)c(O)nc1C,299.4,3.88,2,5,True,infection
CC1C(C)n2c(S)nc3cccc(c32)CN1CC1CC1,287.43,3.5,1,3,True,infection
CC1Cn2c(S)nc3cc(Cl)cc(c32)CN1CC1CC1,307.85,3.593,1,3,True,infection
CCCN1Cc2cccc3[nH]c(=S)n(c23)CC1C,261.39,3.313,1,2,True,infection
CCc1cc(NCc2cc3ccccc3s2)c(O)nc1C,298.41,4.485,2,4,True,infection
CCc1cc(NCc2cnc3ccccc3c2)c(O)nc1C,293.37,3.818,2,4,True,infection
CCc1cc(NCc2cccc3ccccc23)c(O)nc1C,292.38,4.423,2,3,True,infection
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,315.68,4.073,1,2,True,infection
CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)C(C)C1C,301.46,4.43,1,2,True,infection
CC(=O)OCCOCn1c2c(c(=O)n(C)c1=O)CNc1ccccc1S2,377.42,1.161,1,7,True,infection
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.3,2.651,1,4,True,infection
S=C(NCN1CCCCC1)Nc1ccc(Br)cn1,329.27,2.574,2,3,True,infection
CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1,307.85,4.134,1,2,True,infection
O=c1[nH]c(=O)n(COCCO)c2c1CNc1ccccc1S2,321.36,0.58,3,6,True,infection
CCc1cc(NCc2c[nH]c3ccccc23)c(O)nc1C,281.36,3.751,3,3,True,infection
CCc1cc(NCc2cccnc2)c(O)nc1C,243.31,2.665,2,4,True,infection
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,456.57,2.717,3,6,True,infection
CC1Cn2c(S)nc3cccc(c32)CN1CC1CC1,273.41,2.939,1,3,True,infection
Fc1ccc(CC/N=C(\S)Nc2ccc(Br)cn2)cc1,354.25,3.924,2,2,True,infection
CC(C)=CCN1Cc2cc(Cl)cc3nc(O)n(c23)CC1C,305.81,3.566,1,3,True,infection
O=c1[nH]c(=O)n(COCCO)c2c1C(c1ccccc1)Nc1ccccc1S2,397.46,2.169,3,6,True,infection
O=c1[nH]c(=O)n(COCCO)c2c1C(c1ccc([N+](=O)[O-])cc1)Nc1ccccc1S2,442.45,2.077,3,8,True,infection
CC(C)=CCN1[C@H](C)Cn2c(S)nc3cc(Cl)cc(c32)[C@@H]1C,335.9,4.71,1,3,True,infection
CCc1cc(NCc2cc3ccncc3o2)c(O)nc1C,283.33,3.411,2,5,True,infection
CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,302.37,2.245,1,3,True,infection
CCc1cc(NCc2ccoc2)c(O)nc1C,232.28,2.863,2,4,True,infection
Fc1cccc(CC/N=C(\S)Nc2ccc(Br)cn2)c1,354.25,3.924,2,2,True,infection
CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1C,321.88,4.695,1,2,True,infection
CCc1cc(NCc2nc3ccccc3o2)c(O)nc1C,283.33,3.411,2,5,True,infection
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,363.4,1.15,2,7,True,infection
CC(C)=CCN1CCn2c(=O)[nH]c3cc(Cl)cc(c32)C1C,305.81,3.326,1,2,True,infection
CC(C)=CCN1[C@H](C)Cn2c(=S)[nH]c3cccc(c32)[C@H]1C,301.46,4.43,1,2,True,infection
S=C(NCCC1=CCCCC1)Nc1ccc(Cl)cn1,295.84,3.912,2,2,True,infection
CC(C)=CCN1Cc2cc(Cl)cc3nc(S)n(c23)CC1C,321.88,4.149,1,3,True,infection
CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)C[C@@H]1C,287.43,3.869,1,2,True,infection
CCc1cc(NCc2ccccc2)c(O)nc1C,242.32,3.27,2,3,True,infection
Nc1ncnc2c1ncn2/C=C1/CC1COP(=O)(O)P(=O)(O)P(=O)(O)O,425.17,0.749,5,8,True,infection
CCOCCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,349.41,1.624,2,6,True,infection
CCc1cc(NCc2cc3cnccc3o2)c(O)nc1C,283.33,3.411,2,5,True,infection
CC(C)=CCN1Cc2cccc3nc(O)n(c23)C(C)C1C,285.39,3.473,1,3,True,infection
CC(C)=CCN1[C@H](C)Cn2c(O)nc3cc(Cl)cc(c32)[C@@H]1C,319.84,4.127,1,3,True,infection
CSCSc1cc(Cc2ccccc2)c(C(C)C)c(O)n1,319.5,4.914,1,4,True,infection
CC(C)=CCN1CC(C)n2c(S)nc3cccc(c32)C1C,301.46,4.229,1,3,True,infection
S=C(NCCc1ccccc1Cl)Nc1ccc(Br)cn1,370.7,4.027,2,2,True,infection
CCc1cc(NCc2ccco2)c(O)nc1C,232.28,2.863,2,4,True,infection
COc1ccc(OC)c(CCNC(=S)Nc2ccc(Br)cn2)c1,396.31,3.39,2,4,True,infection
Fc1ccccc1CC/N=C(\S)Nc1ccc(Br)cn1,354.25,3.924,2,2,True,infection
CC(C)=CCN1Cc2cccc3nc(O)n(c23)CC1C,271.36,2.912,1,3,True,infection
CCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,305.36,1.607,2,5,True,infection
CC(C)=CCN1CCn2c(=O)[nH]c3cccc(c32)C1C,271.36,2.672,1,2,True,infection
CC(C)=CCN1[C@H](C)Cn2c(=S)[nH]c3cccc(c32)[C@@H]1C,301.46,4.43,1,2,True,infection
CCCN1Cc2cccc3[nH]c(=O)n(c23)CC1C,245.33,1.944,1,2,True,infection
CCc1cc(NCc2nc3ccccc3[nH]2)c(O)nc1C,282.35,3.146,3,4,True,infection
CCc1cc(NCc2cc3ccccc3o2)c(O)nc1C,282.34,4.016,2,4,True,infection
CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C,321.88,4.523,1,2,True,infection
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)C(=O)Nc1ccccc1S2,377.38,0.791,2,7,True,infection
CCc1cc(NCc2cc3ccccc3[nH]2)c(O)nc1C,281.36,3.751,3,3,True,infection
C=C(C)CN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C(C)C1,307.85,4.305,1,2,True,infection
CC(C)=CCN1CCn2c(=S)[nH]c3cccc(c32)C1C,287.43,4.042,1,2,True,infection
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)CN(C)c1ccccc1S2,377.42,1.175,1,7,True,infection
Nc1ncnc2c1ncn2/C=C1\CC1COP(=O)(O)P(=O)(O)P(=O)(O)O,425.17,0.749,5,8,True,infection
CCCN1CCn2c(=S)[nH]c3cccc(c32)C1C,261.39,3.485,1,2,True,infection
CCc1cc(NCc2ccccn2)c(O)nc1C,243.31,2.665,2,4,True,infection
CC(C)=CCN1CCn2c(=O)[nH]c3ccc(Cl)c(c32)C1C,305.81,3.326,1,2,True,infection
C=C(C)CN1Cc2cccc3nc(S)n(c23)CC1C,273.4,3.105,1,3,True,infection
S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,337.25,2.768,2,3,True,infection
CC(C)=CCN1CCn2c(=S)[nH]c3cc(Cl)cc(c32)C1,307.85,4.134,1,2,True,infection
CC1CN(CC2CC2)Cc2cc(Cl)cc3[nH]c(=S)n1c23,307.85,4.139,1,2,True,infection
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(CCC)C1,285.39,3.063,1,2,True,infection
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)CC1C,257.34,2.11,1,2,True,infection
CC(C)=CCN1CCn2c(=S)[nH]c3cc(Cl)cc(c32)C1C,321.88,4.695,1,2,True,infection
CCc1cc(NCc2ccc3ccccc3n2)c(O)nc1C,293.37,3.818,2,4,True,infection
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)C(c1ccccc1)Nc1ccccc1S2,439.49,2.74,2,7,True,infection
CN1N=C(N)c2cn(C3C[C@@H](O)[C@@H](CO)O3)c3ncnc1c23,304.31,-0.858,3,8,True,infection
Nc1ccn([C@@H]2O[C@H](CO)C[C@@H]2F)c(=O)n1,229.21,-0.557,2,5,True,infection
[N-]=[N+]=N[C@H]1C[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,276.26,0.367,2,7,True,infection
CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,400.29,-1.77,5,10,True,infection
CN1N=C(N)c2cn([C@H]3C=C[C@@H](CO)O3)c3ncnc1c23,286.3,-0.053,2,7,True,infection
CN1N=C(N)c2cn([C@H]3CC[C@@H](CO)O3)c3ncnc1c23,288.31,0.171,2,7,True,infection
Cc1cn([C@@H]2O[C@H](CO)C[C@H]2F)c(=O)[nH]c1=O,244.22,-0.537,2,4,True,infection
Cc1cn([C@H]2C=C(F)[C@@H](CO)O2)c(=O)[nH]c1=O,242.21,-0.412,2,4,True,infection
Cc1cn([C@H]2C[C@H](F)[C@@H](CN)O2)c(=O)nc1N,242.25,-0.282,2,5,True,infection
Cc1cn([C@@H]2O[C@H](CO)C[C@H]2F)c(=O)nc1N,243.24,-0.248,2,5,True,infection
Nc1ncnc2c1nc(Br)n2[C@H]1CC[C@@H](CO)O1,314.14,0.841,2,6,True,infection
O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1Br,309.09,-0.083,2,4,True,infection
O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1I,356.09,-0.241,2,4,True,infection
OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1F,254.22,0.15,2,6,True,infection
COc1ccn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)n1,244.22,-0.13,1,5,True,infection
Nc1ncnc2c1ncn2[C@H]1C[C@H](F)[C@@H](CO)O1,253.24,0.026,2,6,True,infection
[N-]=[N+]=N[C@H]1C[C@H](n2cnc3c(O)ncnc32)O[C@@H]1CO,277.24,0.491,2,7,True,infection
Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,235.25,0.078,2,6,True,infection
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,244.22,-0.537,2,4,True,infection
CN1N=C(N)c2cn([C@@H]3O[C@H](CO)C[C@H]3O)c3ncnc1c23,304.31,-0.858,3,8,True,infection
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)nc1N,243.24,-0.248,2,5,True,infection
CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,320.31,-1.887,4,9,True,infection
[N-]=[N+]=N[C@H]1C[C@H](n2c(Br)nc3c(N)ncnc32)O[C@@H]1CO,355.16,1.13,2,7,True,infection
CN1N=C(N)c2cn(C3O[C@H](CO)[C@H]4O[C@H]34)c3ncnc1c23,302.29,-0.841,2,8,True,infection
C[C@H]1OC(n2cc3c4c(ncnc42)N(C)N=C3N)[C@H](O)[C@@H]1O,304.31,-0.86,3,8,True,infection
Cc1cn([C@@H]2O[C@H](CO)C[C@@H]2F)c(=O)[nH]c1=O,244.22,-0.537,2,4,True,infection
O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1Cl,264.64,-0.192,2,4,True,infection
O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1F,248.18,-0.706,2,4,True,infection
O=c1ccn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]1,230.19,-0.845,2,4,True,infection
Oc1ncccc1C(C#CC1CC1)(OCc1ccccn1)C(F)(F)F,348.32,3.57,1,4,True,infection
CCc1cnc(O)c(CCc2nc3ccccc3o2)c1,268.32,3.276,1,4,True,infection
CCc1cc(NCC(=O)Nc2ccccc2O)c(O)nc1C,301.35,2.414,4,5,True,infection
CCc1cc(NCc2c(C)cccc2OC)c(O)nc1C,286.38,3.587,2,4,True,infection
CCc1cc(NCc2cc(CC)c(C)nc2OC)c(O)nc1C,315.42,3.545,2,5,True,infection
Cc1nnc2n1-c1cccnc1N(C1CC1)c1ncccc1-2,290.33,2.647,0,5,True,infection
Oc1ncccc1C(/C=C/C1CC1)(OCc1ccccc1)C(F)(F)F,349.35,4.728,1,3,True,infection
Cc1nc(O)c(CCc2nc3ccccc3o2)cc1CO,284.31,2.514,2,5,True,infection
CCN1c2ncccc2-c2nccn2-c2ccc(N3CC=CCC3)nc21,344.42,3.567,0,5,True,infection
Cc1cccc2c1nc(-c1c(F)cccc1F)n2Cc1cccnc1,335.36,4.733,0,2,True,infection
CCc1cc(CCc2ccc3ccccc3c2)c(O)nc1C,291.39,4.596,1,2,True,infection
CCc1cc(CCc2nc3c(Cl)cccc3o2)c(S)nc1C,332.86,4.821,1,4,True,infection
CCc1cc(OCC(=O)Nc2c(O)cc(Cl)cc2Cl)c(O)nc1C,371.22,3.688,3,5,True,infection
CCc1cc(NCc2cccc(OC)c2)c(O)nc1C,272.35,3.279,2,4,True,infection
CCc1cc(NCc2cccc(C)c2OC)c(O)nc1C,286.38,3.587,2,4,True,infection
CCc1cc(NCc2cc(C)c(C)nc2OC)c(O)nc1C,301.39,3.291,2,5,True,infection
CCN1c2ncccc2-c2ncc(C)n2-c2ccc(OC)nc21,307.36,3.118,0,5,True,infection
CCc1cc(CCc2nc3cc(F)ccc3o2)c(O)nc1C,300.33,3.724,1,4,True,infection
CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,352.22,4.718,2,5,True,infection
CCc1cc(CCc2nc3ccc(F)cc3o2)c(O)nc1C,300.33,3.724,1,4,True,infection
CCc1cc(CCc2nc3cccc(F)c3o2)c(S)nc1C,316.4,4.307,1,4,True,infection
Cc1nc(O)c(CCc2nc3ccccc3o2)cc1C#N,279.3,2.894,1,5,True,infection
COCc1cc(CCc2nc3ccccc3o2)c(O)nc1C,298.34,3.168,1,5,True,infection
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)N1,314.69,3.646,2,1,True,infection
CCCCOC(C#CC1CC1)(c1cc(CC)c(C)nc1O)C(F)(F)F,355.4,4.646,1,3,True,infection
CCc1cc(NCc2cc3ccccc3nc2OC)c(O)nc1C,323.4,3.827,2,5,True,infection
Cc1ccnc2c1-n1ccnc1-c1cccnc1N2C1CC1,289.34,3.252,0,4,True,infection
Cc1cccc2c1nc(-c1cccnc1)n2Cc1c(F)cccc1F,335.36,4.733,0,2,True,infection
Cc1cc(CCc2nc3ccccc3o2)c(O)nc1C,268.32,3.33,1,4,True,infection
CCc1cc(NCc2ccccc2C(F)(F)F)c(O)nc1C,310.32,4.289,2,3,True,infection
CCc1cc(CCc2nc3ccccc3o2)c(O)nc1C,282.34,3.584,1,4,True,infection
O=C(c1c(F)cccc1F)n1c(-c2c(F)cccc2F)nc2ccccc21,370.31,4.948,0,2,True,infection
CCOC(C#CC1CC1)(c1cc(CC)c(C)nc1O)C(F)(F)F,327.35,3.866,1,3,True,infection
CCc1cc(CCc2ncc(-c3ccccc3)o2)c(O)nc1C,308.38,4.098,1,4,True,infection
CCc1cc(CCc2nc3c(F)ccc(F)c3o2)c(O)nc1C,318.32,3.863,1,4,True,infection
CCc1cc(CCc2cc(CC)c(C)nc2O)c(O)nc1C,300.4,3.415,2,4,True,infection
CCN1c2ncccc2C(=O)Nc2c(C)ccnc21,254.29,2.509,1,4,True,infection
Cc1cccc2c1nc(-c1c(F)cccc1F)n2S(=O)(=O)c1ccccc1,384.41,4.527,0,3,True,infection
CCc1cc(CCc2cc3ccccc3o2)c(O)nc1C,281.36,4.189,1,3,True,infection
CCc1cc(CCC(=O)Nc2ccccc2O)c(O)nc1C,300.36,2.935,3,4,True,infection
CCc1cc(NCc2ccccc2OC)c(O)nc1C,272.35,3.279,2,4,True,infection
CCN1c2ncccc2-c2ncc(C)n2-c2ccc(N(C)C)nc21,320.4,3.175,0,5,True,infection
CCN1c2ncccc2-c2ncc(C)n2-c2c(C)cc(O)nc21,307.36,3.123,1,5,True,infection
CCc1cc(CCc2ccccc2)c(O)nc1C,241.33,3.443,1,2,True,infection
CCN1c2ncccc2-c2nccn2-c2c(C)ccnc21,277.33,3.109,0,4,True,infection
CCN1c2ncccc2-c2ncc(C)n2-c2ccc(N3CC=CCC3)nc21,358.45,3.875,0,5,True,infection
CCc1cc(C(C#CC2CC2)(OCC2CC2)C(F)(F)F)c(O)nc1C,353.38,4.256,1,3,True,infection
CCc1cc(CCc2nc3c(Cl)cccc3o2)c(O)nc1C,316.79,4.238,1,4,True,infection
CCc1cc(CCc2nc3cccc(F)c3o2)c(O)nc1C,300.33,3.724,1,4,True,infection
CCc1cc(S(=O)(=O)Cc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,401.27,4.08,1,6,True,infection
CCc1cc(NCc2ccccc2[N+](=O)[O-])c(O)nc1C,287.32,3.178,2,5,True,infection
CCc1cc(NCc2ccccc2F)c(O)nc1C,260.31,3.409,2,3,True,infection
CCc1cc(NCc2nc3c(cc2OC)CCC3)c(O)nc1C,313.4,3.162,2,5,True,infection
CCc1cc(NCc2nc3c(cc2OC)CCCC3)c(O)nc1C,327.43,3.553,2,5,True,infection
CCc1nc2n(c1C)-c1cccnc1N(CC)c1ncccc1-2,305.39,3.672,0,4,True,infection
Cc1cccc2c1nc(CO)n2Cc1c(F)cccc1F,288.3,3.164,1,2,True,infection
CCc1cc(CCc2nc3cccc(Cl)c3o2)c(O)nc1C,316.79,4.238,1,4,True,infection
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,224.22,-0.709,2,4,True,infection
Oc1ncccc1C(C#Cc1ccccc1)(OCc1ccccc1)C(F)(F)F,383.37,4.813,1,3,True,infection
CCc1cc(SCC(=O)Nc2c(O)cc(Cl)cc2Cl)c(O)nc1C,387.29,4.401,3,5,True,infection
CCc1cc(NCc2cccnc2OC)c(O)nc1C,273.34,2.674,2,5,True,infection
CCc1cc(C(C#CC2CC2)(OC)C(F)(F)F)c(O)nc1C,313.32,3.475,1,3,True,infection
CCc1cc(CCc2nc3ccccc3s2)c(O)nc1C,298.41,4.053,1,4,True,infection
CCc1cc(NCc2ccc(C)cc2OC)c(O)nc1C,286.38,3.587,2,4,True,infection
CCN1c2ncccc2-c2nccn2-c2ccc(OC)nc21,293.33,2.809,0,5,True,infection
O=C1Nc2ccc(Cl)cc2[C@@](/C=C/C2CC2)(C(F)(F)F)N1,316.71,4.199,2,1,True,infection
CCc1cc(CCc2nc3ccc(C)cc3o2)c(O)nc1C,296.37,3.893,1,4,True,infection
CCc1cc(CCc2nc3ccccc3o2)c(S)nc1C,298.41,4.168,1,4,True,infection
CCN1c2ncccc2-c2nccn2-c2ccc(N(C)C)nc21,306.37,2.867,0,5,True,infection
Cc1cn([C@@H]2O[C@H](CO)c3ccccc32)c(=O)[nH]c1=O,274.28,0.456,2,4,True,infection
CCc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,351.23,4.891,1,4,True,infection
CCc1cc(CCc2nc3cccc(Cl)c3o2)c(S)nc1C,332.86,4.821,1,4,True,infection
CCc1cc([S+]([O-])Cc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,385.27,4.414,1,5,True,infection
Cc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,337.21,4.637,1,4,True,infection
CCc1ccc(OC)c(CNc2cc(CC)c(C)nc2O)c1,300.4,3.841,2,4,True,infection
Cc1nc(O)c(CCc2nc3ccccc3o2)cc1-c1ccccc1,330.39,4.689,1,4,True,infection
CCc1cc(OCC(=O)Nc2ccccc2O)c(O)nc1C,302.33,2.381,3,5,True,infection
CCc1cc(NCc2ccccc2N)c(O)nc1C,257.34,2.852,3,4,True,infection
CCc1cc(NCc2ccccc2COC)c(O)nc1C,286.38,3.417,2,4,True,infection
CCc1cc(NCc2ncccc2OC)c(O)nc1C,273.34,2.674,2,5,True,infection
CCN1c2ncccc2-c2nc(C)cn2-c2cccnc21,277.33,3.109,0,4,True,infection
CCOCn1c(Sc2ccccc2)c(CC)c(=O)[nH]c1=O,306.39,2.244,1,4,True,infection
CCc1cc(CCc2nc3c(C)ccc(C)c3o2)c(O)nc1C,310.4,4.201,1,4,True,infection
CCc1cc(NCc2ccccc2C#N)c(O)nc1C,267.33,3.142,2,4,True,infection
CCc1cc(NCc2cc(C)ccc2OC)c(O)nc1C,286.38,3.587,2,4,True,infection
CCc1ccc(CNc2cc(CC)c(C)nc2O)c(OC)c1,300.4,3.841,2,4,True,infection
CCc1cc(NCc2nc(C)c(C)cc2OC)c(O)nc1C,301.39,3.291,2,5,True,infection
Cc1cccc2c1nc(C=O)n2Cc1c(F)cccc1F,286.28,3.484,0,2,True,infection
Oc1ncccc1C(C#CC1CC1)(OCc1ccncc1)C(F)(F)F,348.32,3.57,1,4,True,infection
CCc1cc(OCc2nc3ccccc3o2)c(O)nc1C,284.32,3.378,1,5,True,infection
CCc1cc(Cc2nc3ccccc3o2)c(O)nc1C,268.32,3.39,1,4,True,infection
CCCc1cc(CCc2nc3ccccc3o2)c(O)nc1C,296.37,3.975,1,4,True,infection
CCc1cc(NCc2cc(C)c(C)cc2OC)c(O)nc1C,300.4,3.896,2,4,True,infection
CCc1cc(NCc2cc3c(nc2OC)CCCC3)c(O)nc1C,327.43,3.553,2,5,True,infection
Cc1cccc2c1nc(C(C)C)n2Cc1c(F)cccc1F,300.35,4.795,0,1,True,infection
CCc1cc(CNc2nc3ccccc3o2)c(O)nc1C,283.33,3.411,2,5,True,infection
Cc1nc(O)c(CCc2nc3ccccc3o2)cc1C(C)C,296.37,4.145,1,4,True,infection
CCc1cc(NCc2ccccc2SC)c(O)nc1C,288.42,3.992,2,4,True,infection
CCc1cc(CNc2cc(CC)c(C)nc2O)c(O)nc1C,301.39,3.242,3,5,True,infection
O=S(=O)(c1ccccc1)n1c(-c2c(F)cccc2F)nc2ccccc21,370.38,4.219,0,3,True,infection
CCc1cc(CCc2nc3c(C)ccc(C)c3o2)c(S)nc1C,326.47,4.784,1,4,True,infection
CCc1cc(CCC(=O)Nc2c(O)cc(Cl)cc2Cl)c(O)nc1C,369.25,4.242,3,4,True,infection
CCOc1ccccc1CNc1cc(CC)c(C)nc1O,286.37,3.669,2,4,True,infection
CCN1c2ncccc2-c2ncc(C)n2-c2cccnc21,277.33,3.109,0,4,True,infection
Fc1cccc(F)c1C1SCc2nc3ccccc3n21,288.32,4.108,0,2,True,infection
CCc1cc(CCCc2nc3ccccc3o2)c(O)nc1C,296.37,3.975,1,4,True,infection
CCc1cc(NCc2ccncc2OC)c(O)nc1C,273.34,2.674,2,5,True,infection
CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,379.46,2.966,2,5,True,infection
Oc1ncccc1C(C#CC1CC1)(OCc1ccccc1)C(F)(F)F,347.34,4.175,1,3,True,infection
CCCOC(C#CC1CC1)(c1cc(CC)c(C)nc1O)C(F)(F)F,341.37,4.256,1,3,True,infection
CCc1cc(CCc2ccc3ccccc3n2)c(O)nc1C,292.38,3.991,1,3,True,infection
CCc1cc(CCc2nc3cccc(C)c3o2)c(O)nc1C,296.37,3.893,1,4,True,infection
