smiles,molecular_weight,logp,hbd,hba,passes_lipinski,disease_area
N[C@H](C(=O)N1C[C@@H](F)[C@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,395.45,2.317,2,4,True,diabetes
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,467.49,2.32,2,5,True,diabetes
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,419.47,1.7,2,4,True,diabetes
N[C@H](C(=O)N1CCC(F)(F)C1)C1CCCCC1,246.3,1.762,1,2,True,diabetes
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,415.48,2.854,2,4,True,diabetes
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,377.46,2.369,2,4,True,diabetes
N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,467.49,2.32,2,5,True,diabetes
N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,401.4,2.448,2,3,True,diabetes
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,415.43,2.892,2,3,True,diabetes
N[C@H](C(=O)N1C[C@@H](F)[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,437.46,1.648,2,4,True,diabetes
N[C@H](C(=O)N1CC[C@@H](F)C1)C1CCCCC1,228.31,1.464,1,2,True,diabetes
N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,395.45,2.667,2,4,True,diabetes
N[C@H](C(=O)N1C[C@H](F)[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,485.48,2.268,2,5,True,diabetes
N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,383.41,2.151,2,3,True,diabetes
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,383.41,2.151,2,3,True,diabetes
N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,485.48,2.617,2,5,True,diabetes
N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,433.42,3.189,2,3,True,diabetes
N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,437.46,1.997,2,4,True,diabetes
N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,377.46,2.369,2,4,True,diabetes
N[C@H](C(=O)N1CC[C@H](F)C1)C1CCCCC1,228.31,1.464,1,2,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1,276.34,2.852,2,4,True,diabetes
CCC(C)C(N)C(=O)N1CCSC1,202.32,0.893,1,3,True,diabetes
COc1ccccc1-c1nc(-c2ccccc2)nc(N)c1CN,306.37,2.86,2,5,True,diabetes
NCc1c(N)nc(-c2ccccc2F)nc1-c1ccc(Cl)cc1Cl,363.22,4.297,2,4,True,diabetes
CCCCC(N)C(=O)N1CCCCC1,198.31,1.516,1,2,True,diabetes
CCC(C)C(N)C(=O)N1CCC(F)C1,202.27,0.93,1,2,True,diabetes
NCCCCC(N)C(=O)N1CCCCCC1,227.35,0.845,2,3,True,diabetes
NCCCCC(N)C(=O)N1CCSC1,217.34,-0.024,2,4,True,diabetes
Cc1cccc(-c2nc(-c3ccccc3)nc(N)c2CN)c1,290.37,3.16,2,4,True,diabetes
CCC(C)C(N)C(=O)N1CCC(N=[N+]=[N-])C1,225.3,1.271,1,3,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1,310.79,3.505,2,4,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1Cl,310.79,3.505,2,4,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(F)c1,294.33,2.991,2,4,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(C(F)(F)F)c1,344.34,3.87,2,4,True,diabetes
CCC(C)C(N)C(=O)N(CC)CC,186.3,1.228,1,2,True,diabetes
NC(CO)C(=O)N1CCCCC1,172.23,-0.682,2,3,True,diabetes
Cc1ccc(-c2nc(-c3ccccc3)nc(N)c2CN)cc1,290.37,3.16,2,4,True,diabetes
CCC(C)C(N)C(=O)NC1CCCC1,198.31,1.419,2,2,True,diabetes
NCCC(N)C(=O)N1CCNCC1,186.26,-1.906,3,4,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1C(F)(F)F,344.34,3.87,2,4,True,diabetes
CCC(C)C(N)C(=O)N1CCC(OC(=O)c2ccccc2)C1,304.39,1.818,1,4,True,diabetes
NCCC(N)C(=O)N1CCCCC1,185.27,-0.325,2,3,True,diabetes
N#C[C@@H]1CCCCN1C(=O)C(N)CCN,210.28,-0.433,2,4,True,diabetes
NCc1c(N)nc(-c2ccc(F)cc2)nc1-c1ccc(Cl)cc1Cl,363.22,4.297,2,4,True,diabetes
CCC(C)C(N)C(=O)N(C)CC,172.27,0.838,1,2,True,diabetes
NCCCC[C@@H](N)C(=S)N1CCCCC1,229.39,1.256,2,3,True,diabetes
COc1ccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)cc1,375.26,4.167,2,5,True,diabetes
NCCCCC(N)C(=O)N1CC=CCC1,211.31,0.231,2,3,True,diabetes
[N-]=[N+]=NC1CCN(C(=O)C(N)CCCCN)C1,240.31,0.354,2,4,True,diabetes
NCCC(N)C(=O)N1CCOCC1,187.24,-1.479,2,4,True,diabetes
COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,405.29,4.176,2,6,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,320.35,2.58,2,6,True,diabetes
NCc1c(N)nc(-c2ccc(Cl)cc2)nc1-c1ccc(Cl)cc1Cl,379.68,4.812,2,4,True,diabetes
NCc1c(N)nc(-c2ccc(F)c(F)c2)nc1-c1ccc(Cl)cc1Cl,381.21,4.437,2,4,True,diabetes
NCC(N)C(=O)N1CCCCC1,171.24,-0.715,2,3,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(Cl)c1,310.79,3.505,2,4,True,diabetes
NCc1c(N)nc(-c2cccc(F)c2)nc1-c1ccc(Cl)cc1Cl,363.22,4.297,2,4,True,diabetes
CCC(C)C(N)C(=O)N1CCCCCC1,212.34,1.762,1,2,True,diabetes
NCCC(N)C(=O)N1CCSC1,189.28,-0.805,2,4,True,diabetes
NC(C(=O)N1CCCCC1)C1CCCCC1,224.35,1.906,1,2,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1F,294.33,2.991,2,4,True,diabetes
NCc1c(N)nc(-c2cccc(Cl)c2)nc1-c1ccc(Cl)cc1Cl,379.68,4.812,2,4,True,diabetes
CCC(C)C(N)C(=O)N1CCC1,170.26,0.592,1,2,True,diabetes
CCCC(N)C(=O)N1CCCCC1,184.28,1.126,1,2,True,diabetes
NCCC[C@H](N)C(=S)N1CCCCC1,215.37,0.866,2,3,True,diabetes
COc1cccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,375.26,4.167,2,5,True,diabetes
CCC(C)C(N)C(=O)N(C)C,158.24,0.448,1,2,True,diabetes
N#CC1CCCCN1C(=O)C(N)CCCCN,238.33,0.347,2,4,True,diabetes
COc1ccc(-c2nc(-c3ccccc3)nc(N)c2CN)cc1,306.37,2.86,2,5,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(C(F)(F)F)cc1,344.34,3.87,2,4,True,diabetes
CCCN(C)C(=O)C(N)C(C)CC,186.3,1.228,1,2,True,diabetes
Cc1ccccc1-c1nc(N)c(CN)c(-c2ccc(Cl)cc2Cl)n1,359.26,4.467,2,4,True,diabetes
Cc1cccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,359.26,4.467,2,4,True,diabetes
O=C(C1CCCS1)N1CCCC1,185.29,1.504,0,2,True,diabetes
CCC(C)C(N)C(=O)N1CC=CC1,182.27,0.758,1,2,True,diabetes
COc1cccc(-c2nc(-c3ccccc3)nc(N)c2CN)c1,306.37,2.86,2,5,True,diabetes
CCC(N)C(=O)N1CCCCC1,170.26,0.736,1,2,True,diabetes
COc1ccccc1-c1nc(N)c(CN)c(-c2ccc(Cl)cc2Cl)n1,375.26,4.167,2,5,True,diabetes
NCCCCC(N)C(=O)N1CCC1,185.27,-0.325,2,3,True,diabetes
Cc1ccc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)cc1,359.26,4.467,2,4,True,diabetes
CCC(C)C(N)C(=O)N1CCC(O)C1,200.28,-0.047,2,3,True,diabetes
NCCCCC(N)C(=O)N1CCC(O)C1,215.3,-0.964,3,4,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1Cl,345.23,4.158,2,4,True,diabetes
NCCCC[C@H](N)C(=O)N1CCCCC1,213.32,0.455,2,3,True,diabetes
Cc1ccccc1-c1nc(-c2ccccc2)nc(N)c1CN,290.37,3.16,2,4,True,diabetes
CCC(C)C(N)C(=O)N1CC=CCC1,196.29,1.148,1,2,True,diabetes
NCCCCC(N)C(=O)N1CCC(OC(=O)c2ccccc2)C1,319.41,0.901,2,5,True,diabetes
NC(N)=NCCCC(N)C(=O)N1CCCCC1,241.34,-0.62,3,3,True,diabetes
NCC[C@H](N)C(=S)N1CCCCC1,201.34,0.476,2,3,True,diabetes
NCCCC(N)C(=O)N1CCSC1,203.31,-0.414,2,4,True,diabetes
NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(F)cc1,294.33,2.991,2,4,True,diabetes
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,398.48,3.335,3,3,True,diabetes
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,468.56,3.514,1,4,True,diabetes
CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,354.46,3.202,3,6,True,diabetes
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,401.85,3.305,3,6,True,diabetes
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,466.54,4.354,2,4,True,diabetes
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,331.35,4.65,2,3,True,diabetes
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,377.44,4.682,1,3,True,diabetes
Oc1c2ccccc2c2c3c(cccc13)N=N2,220.23,4.427,1,3,True,diabetes
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.62,4.59,2,7,True,diabetes
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.91,4.276,1,7,True,diabetes
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.44,3.405,1,7,True,diabetes
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,475.36,4.426,1,5,True,diabetes
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,485.95,4.392,2,7,True,diabetes
CCOc1nc(NC(C)=O)cc(N)c1C#N,220.23,0.893,2,5,True,diabetes
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,443.91,2.318,2,8,True,diabetes
CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1,252.28,2.161,2,4,True,diabetes
COc1cc(S(C)(=O)=O)c(OC)cc1CC(=O)Nc1cc(N)c(C#N)c(OC(C)C)n1,448.5,1.925,2,9,True,diabetes
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,434.47,1.536,2,9,True,diabetes
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,356.38,2.133,2,7,True,diabetes
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,383.86,2.049,2,6,True,diabetes
CS(=O)(=O)Nc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OCCCCCO2,466.91,2.959,3,8,True,diabetes
N#Cc1ncc2nc1OCCCCCOc1cc(OCCCO)c(Cl)cc1NC(=O)N2,447.88,3.348,3,8,True,diabetes
N#Cc1ncc2nc1OCCCCCOc1cc(CCCO)c(Cl)cc1NC(=O)N2,431.88,3.512,3,7,True,diabetes
N#Cc1ncc2nc1OCCCCOc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2,471.93,4.266,3,9,True,diabetes
CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,408.46,2.796,2,6,True,diabetes
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,279.3,2.144,3,3,True,diabetes
NC(=O)c1ccc(-c2cc(C(N)=O)c(N)c(-c3ccc(S(N)(=O)=O)cc3)c2)cc1,410.46,1.448,4,5,True,diabetes
N#Cc1c(NC(=O)c2ccccc2)sc2c1CCCC2,282.37,3.751,1,3,True,diabetes
N#Cc1ccc(-c2cnc3[nH]cc(NC(=O)c4cccnc4)c3c2)cc1,339.36,3.749,2,4,True,diabetes
O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,210.24,2.507,2,1,True,diabetes
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,348.45,3.999,2,2,True,diabetes
CC(=O)c1c(-c2ccncc2)[nH]c(-c2ccncc2)c1C,277.33,3.65,1,3,True,diabetes
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,464.6,3.503,3,8,True,diabetes
Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,335.37,3.077,4,6,True,diabetes
NC(=O)c1ccc(Nc2cc(-c3ccc(F)cc3)[nH]n2)cc1,296.31,3.058,3,3,True,diabetes
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNCC1,309.37,2.311,3,5,True,diabetes
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,348.45,3.694,2,2,True,diabetes
CN(C)c1ccc(-c2cc3ncccc3c(NCCCCN)n2)cc1,335.46,3.514,2,5,True,diabetes
O=C(Nc1n[nH]c2nc(-c3cccc(O)c3)ccc12)C1CC1,294.31,2.679,3,4,True,diabetes
c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,272.31,3.687,1,3,True,diabetes
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,375.41,4.904,4,3,True,diabetes
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,373.46,4.044,3,5,True,diabetes
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,380.54,3.659,2,7,True,diabetes
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,392.44,2.545,3,5,True,diabetes
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,312.38,1.545,1,5,True,diabetes
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,469.55,4.953,2,7,True,diabetes
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,366.42,2.828,2,7,True,diabetes
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,437.53,3.139,2,7,True,diabetes
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,394.36,1.218,3,7,True,diabetes
Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,348.36,2.98,1,7,True,diabetes
NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,384.4,3.633,2,5,True,diabetes
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,442.49,1.686,4,5,True,diabetes
COc1ccccc1-n1c(-c2cc(O)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,417.43,2.355,2,5,True,diabetes
Cc1c[nH]c2ncnc(N3CCN(/C(=N/C#N)Nc4cccc(Br)c4)[C@@H](C)C3)c12,453.35,3.489,2,5,True,diabetes
Cc1c[nH]c2ncnc(N3CCN(/C(=N/C#N)Nc4ccc(F)c(Br)c4)[C@@H](C)C3)c12,471.34,3.628,2,5,True,diabetes
Cc1c[nH]c2ncnc(N3CCN(C(=O)Nc4ccc(F)c(Br)c4)[C@@H](C)C3)c12,447.31,3.911,2,4,True,diabetes
Cc1c[nH]c2ncnc(N3CCN(C(=O)Nc4cccc(OC(=O)N(C)C)c4)[C@@H](C)C3)c12,437.5,3.069,2,6,True,diabetes
NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,425.52,4.397,3,6,True,diabetes
O=C(Nc1ccccc1Cl)c1cnc2ccc(C3CCNCC3)cn12.O=C(O)C(=O)O,444.88,2.863,4,5,True,diabetes
CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(F)ccc3F)CCN4)cn2)CC1,436.51,3.606,1,6,True,diabetes
CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3Cl)CCN4)cn2)CC1,469.42,4.634,1,6,True,diabetes
CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3c(F)ccc(F)c3Cl)CCN4)cn2)CC1,470.96,4.259,1,6,True,diabetes
FC(F)(F)c1ccc(Cl)cc1CN1CCNc2ncc(-c3ccnc(N4CCNCC4)c3)cc21,488.95,4.658,2,6,True,diabetes
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,439.47,3.474,3,4,True,diabetes
CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(NCCN(C)C)n2)s1,416.98,4.714,2,7,True,diabetes
COc1ccc(CNc2ccnc3oc4ccccc4c23)cc1,304.35,4.602,1,4,True,diabetes
S=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,304.38,4.145,1,3,True,diabetes
Cc1ccc2cc(-c3n[nH]c4ccc(NC5CCNC5)cc34)[nH]c2c1,331.42,3.793,4,3,True,diabetes
O=C(Cc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1)c1ccccc1,352.4,4.532,2,3,True,diabetes
Cc1ccc2cc(-c3n[nH]c4ccc(NS(=O)(=O)c5ncn(C)c5C)cc34)[nH]c2c1,420.5,3.862,3,4,True,diabetes
CC(=O)Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1,460.88,3.343,2,6,True,diabetes
NC(=O)c1sc2ncccc2c1N,193.23,0.977,2,4,True,diabetes
NC(=O)c1sc2ccccc2c1N,192.24,1.582,2,3,True,diabetes
Nc1ncnc2c1sc1ncccc12,202.24,1.822,1,5,True,diabetes
Nc1ncnc2c1sc1ccccc12,201.25,2.427,1,4,True,diabetes
Cn1c2ccccc2c2ncnc(N)c21,198.23,1.704,1,3,True,diabetes
Nc1ncnc2c1sc1cc(-c3ccccc3)ccc12,277.35,4.094,1,4,True,diabetes
Cn1c2cc(-c3ccccc3)ccc2c2ncnc(N)c21,274.33,3.371,1,3,True,diabetes
Cc1sc2ncnc(N)c2c1C,179.25,1.89,1,4,True,diabetes
Nc1ncnc2sc3c(c12)CCCC3,205.29,2.152,1,4,True,diabetes
Nc1ncnc2sc3c(c12)CCC3,191.26,1.762,1,4,True,diabetes
Nc1ncnc2sc3c(c12)CCCCC3,219.31,2.542,1,4,True,diabetes
Cc1nc(N)c2c3c(sc2n1)CCCC3,219.31,2.461,1,4,True,diabetes
CSc1nc(N)c2c3c(sc2n1)CCCC3,251.38,2.874,1,5,True,diabetes
Nc1nc(-c2ccccc2)nc2sc3c(c12)CCCC3,281.38,3.819,1,4,True,diabetes
Nc1nc(S)nc2sc3c(c12)CCCCC3,251.38,2.831,2,5,True,diabetes
CSc1nc(N)c2c3c(sc2n1)CCC3,237.35,2.484,1,5,True,diabetes
Nc1nc(S)nc2sc3c(c12)CCCC3,237.35,2.441,2,5,True,diabetes
Nc1nc(SCC(=O)O)nc2sc3c(c12)CCCC3,295.39,2.329,2,6,True,diabetes
Nc1nc(-c2cccs2)nc2sc3c(c12)CCCC3,287.41,3.881,1,5,True,diabetes
CSc1nc(N)c2c3c(sc2n1)CCCCC3,265.41,3.264,1,5,True,diabetes
CNc1ncnc2sc3c(c12)CCCC3,219.31,2.612,1,4,True,diabetes
NCCNc1ncnc2sc3c(c12)CCCC3,248.35,1.941,2,5,True,diabetes
CC(Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1,309.44,4.743,1,4,True,diabetes
COc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1,311.41,4.322,1,5,True,diabetes
CN(C)c1ncnc2sc3c(c12)CCCC3,233.34,2.636,0,4,True,diabetes
OCCNc1ncnc2sc3c(c12)CCCC3,249.34,1.974,2,5,True,diabetes
c1ccc(CCNc2ncnc3sc4c(c23)CCCC4)cc1,309.44,4.225,1,4,True,diabetes
c1nc(N2CCCCC2)c2c3c(sc2n1)CCCC3,273.41,3.56,0,4,True,diabetes
Nc1ncnc2sc3c(c12)CC1CC3C1,217.3,2.323,1,4,True,diabetes
CC1CCc2c(sc3ncnc(N)c23)C1,219.31,2.398,1,4,True,diabetes
CC1(C)CCc2sc3ncnc(N)c3c21,219.31,2.497,1,4,True,diabetes
CC1CCCc2sc3ncnc(N)c3c21,219.31,2.713,1,4,True,diabetes
COc1ccc(-c2sc3ncnc(N)c3c2C)cc1OC,301.37,3.266,1,6,True,diabetes
Nc1ncnc2sc3c(c12)Cc1ccccc1-3,239.3,2.845,1,4,True,diabetes
CCOC(=O)C1CCc2c(sc3ncnc(N)c23)C1,277.35,1.942,1,6,True,diabetes
NC(=O)C1CCc2c(sc3ncnc(N)c23)C1,248.31,0.864,2,5,True,diabetes
Nc1ncnc2sc3c(c12)CCC(C(=O)N1CCOCC1)C3,318.4,1.237,1,6,True,diabetes
Nc1ncnc2sc3c(c12)CCN(Cc1ccccc1)C3,296.4,2.832,1,5,True,diabetes
CC1(C)CCc2c(sc3ncnc(N)c23)C1,233.34,2.788,1,4,True,diabetes
Nc1ncnc2sc3c(c12)CCOC3,207.26,1.346,1,5,True,diabetes
CC1(C)Cc2c(sc3ncnc(N)c23)CO1,235.31,2.125,1,5,True,diabetes
Nc1ncnc2sc3c(c12)CCc1ccccc1-3,253.33,3.039,1,4,True,diabetes
Nc1ncnc2sc3c(c12)CCC(c1ccccc1)C3,281.38,3.546,1,4,True,diabetes
Cc1c(-c2ccccc2)sc2ncnc(N)c12,241.32,3.249,1,4,True,diabetes
Nc1ncnc2sc3c(c12)CCC(C(=O)O)C3,249.29,1.463,2,5,True,diabetes
Nc1ncnc2sc3c(c12)CCC(C(=O)NCc1ccccc1)C3,338.44,2.695,2,5,True,diabetes
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,457.69,3.526,3,5,True,diabetes
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,306.37,3.466,1,4,True,diabetes
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,497.04,4.18,2,5,True,diabetes
Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,346.35,2.329,4,8,True,diabetes
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,413.83,3.877,2,4,True,diabetes
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,485.95,4.39,2,7,True,diabetes
O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,332.41,2.779,2,3,True,diabetes
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,308.35,2.843,3,5,True,diabetes
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,358.44,3.882,2,4,True,diabetes
Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,255.33,1.87,2,4,True,diabetes
OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,334.38,2.729,2,5,True,diabetes
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,470.46,3.633,3,10,True,diabetes
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,370.38,3.518,2,5,True,diabetes
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,441.46,1.413,2,8,True,diabetes
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,386.48,4.639,2,4,True,diabetes
COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C,366.81,4.334,2,4,True,diabetes
Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,359.42,3.224,0,6,True,diabetes
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,425.49,1.584,3,9,True,diabetes
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,382.25,2.451,4,4,True,diabetes
CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4ccc5c(c4)OCCO5)s3)cc2)CC1,451.55,3.223,2,9,True,diabetes
CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,454.48,4.102,2,7,True,diabetes
Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1ccccc1,462.55,4.992,3,5,True,diabetes
O=C(Nc1ccc2[nH]ncc2c1)c1cccc(F)c1,255.25,2.954,2,2,True,diabetes
CC(C)c1cc(=O)[nH]c2[nH][nH]c(=O)c12,193.21,0.668,3,2,True,diabetes
c1cc2cc(-c3ccc4cn[nH]c4c3)cnc2[nH]1,234.26,3.106,2,2,True,diabetes
