smiles,molecular_weight,logp,hbd,hba,passes_lipinski,disease_area
Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1,379.27,4.868,2,3,True,diabetes
NCCOc1cccc(Nc2ccnc(N)n2)c1,245.29,1.14,3,6,True,diabetes
Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccccc3)cc12,366.43,4.119,2,4,True,diabetes
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2cc(OC(F)F)ccc12,398.29,4.894,2,4,True,diabetes
O=C(O)c1cc2c(-c3cccc(F)c3)cncc2s1,273.29,3.801,1,3,True,diabetes
Oc1ccc(Nc2ncnc3scc(Cl)c23)cc1,277.74,3.794,2,5,True,diabetes
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1Cl,384.85,1.293,3,6,True,diabetes
Nc1noc2cccc(-c3cccc(O)c3)c12,226.23,2.783,2,4,True,diabetes
N#Cc1ccc(-c2ccncc2)cc1NCc1ccccc1,285.35,4.232,1,3,True,diabetes
NCC(O)C(O)Cn1cc(I)c2c(N)ncnc21,363.16,-0.701,4,6,True,diabetes
Cc1n[nH]c2c1C(c1ccccc1F)C1=C(CC(C)(C)CC1=O)N2,325.39,4.058,2,3,True,diabetes
CC(C)N(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1,374.45,3.35,1,4,True,diabetes
CCc1c(-c2ccc(C(C)=O)cc2)[nH]c2nccnc12,265.32,3.39,1,3,True,diabetes
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3coc4c(C#CCN5CCOCC5)cnc(N)c34)cc2)c1,499.55,4.852,3,6,True,diabetes
CN(C)c1cc2sncc2cc1NC(=O)C(=O)O,265.29,1.385,2,5,True,diabetes
Cc1ccccc1-c1cccc2nccn12,208.26,3.31,0,1,True,diabetes
NC(=O)c1cc2c(-c3ccc(Br)c(F)c3F)cncc2s1,369.19,4.103,1,3,True,diabetes
Cc1ccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)cc1,359.39,4.424,3,5,True,diabetes
CC(=O)Nc1cc(N)c(C#N)c(-c2ccc3ccccc3c2)n1,302.34,3.314,2,4,True,diabetes
NC(=O)c1sc2c(Br)ccc(Cl)c2c1N,305.58,2.998,2,3,True,diabetes
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,472.55,3.579,2,5,True,diabetes
O=c1c(NCc2ccc(Cl)c(Cl)c2)c(Nc2ccncc2)c1=O,348.19,3.34,2,5,True,diabetes
COc1cc(C=C2SC(=S)NC2=O)ccc1O,267.33,1.89,2,5,True,diabetes
CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(=O)CC)c3c2)cc1,386.48,3.73,3,4,True,diabetes
CNC(=O)C=Cc1cnc(N)c2c(-c3cc(F)c4[nH]c(C)cc4c3)csc12,380.45,4.234,3,4,True,diabetes
O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1c(F)cccc1F,349.34,4.76,2,2,True,diabetes
NC(=O)c1cccc2[nH]c(-c3ccc(C4CCCNC4)cc3F)nc12,338.39,2.935,3,3,True,diabetes
O=C1C(=NNc2cccc3c(=O)[nH][nH]c(=O)c23)C(c2ccccc2)=NN1c1ccccc1,424.42,2.435,3,6,True,diabetes
O=C(NC(CO)Cc1ccccc1)c1ccc(-c2ccncc2)cc1,332.4,3.082,2,3,True,diabetes
CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(O)c(N)c1,316.36,2.433,5,5,True,diabetes
Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1,314.78,3.517,3,5,True,diabetes
O=C(O)C1CN(Cc2ccc(OCc3ccccc3)cc2Cl)C1,331.8,3.435,1,3,True,diabetes
Fc1ccc(-c2ncn(CCN3CCOCC3)c2-c2ccc3[nH]ncc3c2)cc1,391.45,3.565,1,4,True,diabetes
NC(=O)c1cc2ccncc2s1,178.22,1.395,1,3,True,diabetes
Cn1c(NCC(N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,461.57,4.644,2,5,True,diabetes
O=C(O)c1ccccc1Nc1ccnc(Nc2ccc([N+](=O)[O-])cc2)n1,351.32,3.57,3,7,True,diabetes
Nc1ncnc2nc3ccccc3n12,185.19,0.86,1,4,True,diabetes
O=C(NCc1ccc(Cl)cc1)c1cc2c(-c3ccccc3)n[nH]c2s1,367.86,4.875,2,3,True,diabetes
O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1ccc(-c2ccncc2)cc1,387.27,4.519,2,3,True,diabetes
Nc1ccc2cc(NCCc3ccccc3)cc(Nc3ncccn3)c2n1,356.43,4.005,3,6,True,diabetes
O=C(Nc1ccc(CO)cc1)c1cnn2c(-c3ccccc3)ccnc12,344.37,3.141,2,4,True,diabetes
[2H]C([2H])([2H])Oc1cccc(C(C)NC(=O)c2sc(-c3ccncc3)nc2C)c1,356.47,4.013,1,5,True,diabetes
Cc1cc(-c2ccccc2)n(-c2cc(NN=Cc3ccco3)ncn2)n1,344.38,3.677,1,6,True,diabetes
Cc1nn(C)c(C)c2cc([N+](=O)[O-])cc1-2,205.22,2.05,0,3,True,diabetes
COc1cc(-c2ccc(=O)n(Cc3cccc(C)c3)n2)cc(OC)c1OC,366.42,3.293,0,5,True,diabetes
CCN(CC)CCCNc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)n1,366.47,2.868,3,5,True,diabetes
O=c1c(NCc2ccc(Cl)cc2)c(Nc2ccncc2)c1=O,313.74,2.687,2,5,True,diabetes
CC(=O)n1ncc2cc(N)ccc21,175.19,1.279,1,3,True,diabetes
Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2OCC(C)C,319.79,2.935,0,3,True,diabetes
O=C(NCc1ccc(Br)cc1)Nc1ccc2[nH]ncc2c1,345.2,3.647,3,2,True,diabetes
NC(=O)c1cccc2[nH]c(-c3cccc(NCCN4CCCC4)n3)nc12,350.43,2.231,3,5,True,diabetes
CC(=O)NC1CCN(c2nc3[nH]cc(C(=O)O)c(=O)c3c(C)c2F)C1,348.33,0.784,3,5,True,diabetes
Nc1nc2c(s1)Cc1ccccc1-2,188.26,2.296,1,3,True,diabetes
CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,290.37,4.404,2,2,True,diabetes
O=C1NS(=O)(=O)c2ccc(Cl)cc21,217.63,0.772,1,3,True,diabetes
NC(=O)c1cc2c(Oc3cccc(F)c3)cncc2s1,288.3,3.327,1,4,True,diabetes
Cc1ccc2c(c1)NC(=O)c1ccccc1N2,224.26,3.304,2,2,True,diabetes
O=C(Cc1ccccc1Cl)Nc1ccc2cn[nH]c2c1,285.73,3.398,2,2,True,diabetes
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,466.54,4.354,2,4,True,diabetes
NC(COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1)Cc1c[nH]c2ccccc12,398.47,3.673,3,4,True,diabetes
Clc1ccc2c(c1)NC1(CCCCC1)N2,222.72,3.838,2,2,True,diabetes
N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCCCN4CCOCC4)cc2-3)cn1,415.5,3.406,1,6,True,diabetes
COc1cc2cnc3c(c2cc1OC)C(=O)NC3=O,258.23,1.136,1,5,True,diabetes
COc1cc(C)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,317.74,2.963,2,5,True,diabetes
CCCC(=O)Nc1n[nH]c2ccc(-c3cccc(F)c3F)cc12,315.32,4.247,2,2,True,diabetes
Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)ccc3n(O)c21,317.65,2.798,1,3,True,diabetes
Cc1cc(O)ccc1-n1cc(C(=O)NN)c(=O)c2ccc(-c3ccncc3)cc21,386.41,2.67,3,5,True,diabetes
O=C(Cc1cccs1)Nc1nc2ccccc2s1,274.37,3.539,1,4,True,diabetes
Nc1nnc2cncc(Cl)n12,169.57,0.36,1,4,True,diabetes
Cc1nsc2[nH]cc(C(=O)O)c(=O)c12,210.21,0.991,2,4,True,diabetes
Cc1ccccc1NC(=O)Nc1ccc2c(c1)CCc1sc3ncnc(N)c3c1-2,401.5,4.992,3,5,True,diabetes
Nc1ncnc2c1sc1ncnc(N)c12,218.24,0.799,2,7,True,diabetes
CNC(=O)C=Cc1cnc(N)c2c(-c3ccc4c(c3)OCO4)csc12,353.4,3.033,2,6,True,diabetes
OCC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12,284.32,1.39,4,5,True,diabetes
CCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,316.39,2.574,3,4,True,diabetes
S=c1[nH]nc2c3c4c(sc3n3c(=S)[nH]nc3n12)CCC4,320.43,2.801,2,5,True,diabetes
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,291.38,1.219,1,4,True,diabetes
CCN(CC)CCNc1ccc(O)c2ccccc12,258.37,3.299,2,3,True,diabetes
NC(COc1cncc(-c2ccc(F)cc2)c1)Cc1c[nH]c2ccccc12,361.42,4.318,2,3,True,diabetes
Nc1nonc1-n1nnc(C(=O)NN=Cc2cccs2)c1-c1cccs1,386.42,1.786,2,10,True,diabetes
Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)cnn4c3N)cc2)c1,438.5,4.331,3,5,True,diabetes
CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,302.36,2.184,3,4,True,diabetes
CC1=NN(c2ccccc2)C(=O)C1=Cc1c(C)c(C#N)c2nc3ccccc3n2c1O,407.43,4.179,1,5,True,diabetes
NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,349.21,3.95,1,4,True,diabetes
NC(=O)c1cc(-c2cccc(N)c2)cc2cccnc12,263.3,2.583,2,3,True,diabetes
OCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1,297.33,3.134,1,3,True,diabetes
O=C1Nc2ccccc2Nc2ccccc21,210.24,2.996,2,2,True,diabetes
Cc1cc(OCc2ccc(Cl)c(Cl)c2)ccc1CN1CC(C(=O)O)C1,380.27,4.397,1,3,True,diabetes
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,448.35,4.572,3,7,True,diabetes
O=C(Nc1cnccn1)Nc1ccnc2ccccc12,265.28,2.669,2,4,True,diabetes
CC(N)COc1cnc(Cl)c(C=Cc2ccncc2)c1,289.77,3.026,1,4,True,diabetes
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1,394.44,4.427,3,6,True,diabetes
Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,281.36,3.139,1,4,True,diabetes
O=C(NNC(=S)Nc1ccc(Cl)cc1)C(O)(c1ccccc1)c1ccccc1,411.91,3.594,4,3,True,diabetes
Cc1cc(=O)n2ccc(CN(C)C)c(O)c2n1,233.27,0.77,1,4,True,diabetes
CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(-c2ccc(OCC(=O)O)cc2)n1,471.51,4.608,2,5,True,diabetes
COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCCNC(C)=O)cc2NC3=O)ccc1O,460.49,3.243,5,6,True,diabetes
COc1ccc(Nc2nccc(Nc3c(NC(C)C(C)(C)C)c(=O)c3=O)n2)cc1OC,425.49,3.424,3,9,True,diabetes
O=C(O)c1c2c(nc3ccccc13)C(=C1CCCC1)CC2,279.34,4.207,1,2,True,diabetes
Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc1)CCN2,459.41,4.797,4,6,True,diabetes
Nc1n[nH]c2c(-c3ccccc3)cccc12,209.25,2.812,2,2,True,diabetes
Cn1cc(-c2cc3nc(Br)cnc3[nH]2)c2ccccc21,327.19,3.879,1,2,True,diabetes
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN)cnc(N)c34)cc2)c1,427.53,4.808,4,5,True,diabetes
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,401.85,3.305,3,6,True,diabetes
c1ccc(Cc2cc(-c3ccc4[nH]ncc4c3)on2)cc1,275.31,3.809,1,3,True,diabetes
O=C1NCCc2[nH]c(-c3ccncc3)cc21,213.24,1.363,2,2,True,diabetes
CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,297.32,1.259,2,6,True,diabetes
CC(=O)c1cccc(-c2ccc3nccn3n2)c1,237.26,2.599,0,3,True,diabetes
COc1cc(C=C2SC(=Nc3ccccc3)NC2=O)ccc1O,326.38,3.292,2,5,True,diabetes
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1,390.42,4.309,3,4,True,diabetes
O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1,289.3,2.758,2,4,True,diabetes
C(=Cc1cncc(OC2CCNC2)c1)c1ccncc1,267.33,2.388,1,4,True,diabetes
Cn1nc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)cncc21,426.4,4.88,3,4,True,diabetes
O=C(NC(CO)Cc1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,366.85,3.735,2,3,True,diabetes
FC(F)(F)c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c(C(F)(F)F)c1,411.31,4.907,1,3,True,diabetes
Cc1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c(C)c1,303.37,3.487,1,3,True,diabetes
CCCOc1nc(NC(C)=O)cc(N)c1C#N,234.26,1.283,2,5,True,diabetes
Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,343.39,4.456,4,3,True,diabetes
COc1ccccc1-c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1,355.42,3.299,1,6,True,diabetes
O=C(c1cc(-c2ccc3[nH]ncc3c2)on1)N1CCCC(O)C1,312.33,1.815,2,5,True,diabetes
CCOC(=O)C1=C(N)n2c(sc(=Cc3cccs3)c2=O)=C(C(N)=O)C1c1cccs1,459.57,0.985,2,8,True,diabetes
COc1cccc(Nc2ncnc3ccccc23)c1,251.29,3.382,1,4,True,diabetes
Cn1cc(-c2ccncn2)c(-c2ccc(F)cc2)n1,254.27,2.683,0,3,True,diabetes
N#Cc1ccc2nc(N)n(-c3nccs3)c2c1,241.28,1.936,1,5,True,diabetes
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,468.95,3.822,3,8,True,diabetes
O=c1[nH]cnc2c1sc1c(Cl)ccc(Cl)c12,271.13,3.445,1,3,True,diabetes
NC(=O)c1cc2c(-c3ccc(F)cc3)cncc2s1,272.3,3.201,1,3,True,diabetes
COc1cccc(C(C)NC(=O)c2sc(-c3ccncc3)nc2C)c1,353.45,4.013,1,5,True,diabetes
Nc1ncnc2sc3c(c12)-c1ccc(NC(=O)Nc2ccccc2)cc1CC3,387.47,4.683,3,5,True,diabetes
NC(=O)c1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1,313.36,3.996,2,2,True,diabetes
O=C1Nc2ccccc2C1=Cc1ccc[nH]1,210.24,2.507,2,1,True,diabetes
O=C(NNC(=S)Nc1ccc(F)cc1)C(O)(c1ccccc1)c1ccccc1,395.46,3.079,4,3,True,diabetes
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,374.42,1.268,2,7,True,diabetes
CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1=Cc1c(C)c(C#N)c2nc3ccccc3n2c1O,451.44,3.878,2,6,True,diabetes
Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,465.35,4.94,3,7,True,diabetes
Cn1c(N)nc2sc(C(N)=O)cc21,196.23,0.316,2,4,True,diabetes
Cc1cc2nnc(SCc3cn4ccccc4n3)n2c2ccccc12,345.43,4.131,0,4,True,diabetes
CC(C)(C)c1n[nH]c2c1C(c1ccccc1F)C(C#N)=C(N)O2,312.35,3.064,2,4,True,diabetes
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,474.49,4.058,3,6,True,diabetes
OCCNc1cc2cc(-c3ccsc3)ccc2cn1,270.36,3.368,2,4,True,diabetes
O=C(NCc1ccc(Cl)cc1)Nc1cccc2[nH]ncc12,300.75,3.538,3,2,True,diabetes
Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,287.33,3.269,2,4,True,diabetes
O=S(=O)(O)c1ccc(NCc2ccc3c(c2)OCO3)c2c(O)cccc12,373.39,3.133,3,6,True,diabetes
CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,277.32,0.786,3,4,True,diabetes
O=c1[nH]cc(I)c2nc(-c3cccc(Cl)c3)cn12,371.56,2.948,1,2,True,diabetes
Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccncc2)c1,342.44,4.643,1,2,True,diabetes
CSc1cnc2c(ccc3cnccc32)c1O,242.3,3.211,1,4,True,diabetes
COCC#Cc1cccc2c1Cc1c(-c3cccs3)n[nH]c1-2,306.39,3.707,1,3,True,diabetes
C=CCc1cccc2c(=NO)cc(-c3ccccc3)oc12,277.32,4.118,1,3,True,diabetes
O=c1[nH][nH]c2ccc(Br)cc12,213.03,1.619,2,1,True,diabetes
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,438.49,2.43,2,6,True,diabetes
NC(=O)c1cc2c(-c3ccc(Nc4nc5ccccc5o4)cc3)cnc(N)c2s1,401.45,4.529,3,7,True,diabetes
Cc1cccc(-c2cccc3onc(N)c23)c1,224.26,3.385,1,3,True,diabetes
Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12,391.41,4.088,5,4,True,diabetes
CC1CSc2c(C(=O)O)c(=O)c3cc(F)c(N4CCC(N)C4)cc3n21,363.41,2.043,2,5,True,diabetes
CN(Cc1cc(Cl)c(O)c2ncccc12)C1CCCCC1,304.82,4.358,1,3,True,diabetes
CNC1CCN(c2nc3[nH]cc(C(=O)O)c(=O)c3c(C)c2Br)C1,381.23,1.49,3,5,True,diabetes
O=C1NN=Cc2c[nH]c3cc(NC(=O)C4CC4c4ccccc4)cc1c23,344.37,2.987,3,3,True,diabetes
O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,291.35,3.622,2,2,True,diabetes
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,302.19,1.313,4,8,True,diabetes
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,474.57,2.644,2,6,True,diabetes
CS(=O)(=O)c1ccc2nccc(Nc3cc(O)c(F)cc3Cl)c2c1,366.8,3.88,2,5,True,diabetes
COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,331.76,3.75,2,6,True,diabetes
O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2,383.45,3.13,2,6,True,diabetes
CS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,385.47,3.246,2,6,True,diabetes
CN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncccc4c32)cc1,394.46,2.89,2,5,True,diabetes
O=C1Nc2ccc3ncsc3c2/C1=C/c1c[nH]cn1,268.3,2.512,2,4,True,diabetes
Cc1ccc(O)cc1Nc1ccnc2ccc(S(C)(=O)=O)cc12,328.39,3.396,2,5,True,diabetes
Cc1ccc(O)cc1Nc1ccnc2ccc(S(=O)(=O)NCC3CC3)cc12,383.47,3.681,3,5,True,diabetes
Cc1ccc(O)cc1Nc1ccnc2ccc(C(=O)NC(C)C)cc12,335.41,4.131,3,4,True,diabetes
Oc1cccc(Nc2ccnc3cc(-c4ccccn4)ccc23)c1,313.36,4.746,2,4,True,diabetes
Cc1ccc(O)cc1Nc1ccnc2cc(-c3csc(C=O)n3)ccc12,361.43,4.928,2,6,True,diabetes
COc1cc2c(cc1OC)/C(=C\c1ccc(O)cc1)C(=O)N2,297.31,2.902,2,4,True,diabetes
COc1cc2c(cc1OC)/C(=C\c1ccc(NC(=O)N3CCN(C)CC3)cc1)C(=O)N2,422.49,2.976,2,5,True,diabetes
COc1cc2c(cc1OC)/C(=C\c1ccc(NC(=O)Nc3ccc(O)cc3)cc1)C(=O)N2,431.45,4.546,4,5,True,diabetes
COc1cc2c(cc1OC)/C(=C\c1ccc(NC(=O)Nc3ccccc3)cc1)C(=O)N2,415.45,4.841,3,4,True,diabetes
COc1cc2c(cc1OC)N(C)C(=O)/C2=C/c1ccc(NC(=O)Nc2ccccc2)cc1,429.48,4.865,2,4,True,diabetes
COc1ccc(NC(=O)Nc2ccc(/C=C3/C(=O)Nc4cc(OC)c(OC)cc43)cc2)cc1,445.48,4.849,3,5,True,diabetes
c1ccc2c(-c3cnc4[nH]nc(-c5nc6ccccc6[nH]5)c4c3)cncc2c1,362.4,4.716,2,4,True,diabetes
CNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(OC(F)(F)F)ccc5[nH]4)c3c2)c1,439.4,4.181,3,6,True,diabetes
CCCNCc1cncc(-c2cnc3[nH]nc(-c4nc5c(COC)cccc5[nH]4)c3c2)c1,427.51,4.209,3,6,True,diabetes
COCc1cccc2[nH]c(-c3nn(C)c4ncc(-c5cncc6ccccc56)cc34)nc12,420.48,4.873,1,5,True,diabetes
O=C(O)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,406.41,4.415,3,5,True,diabetes
COC(=O)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,420.43,4.503,2,6,True,diabetes
COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncnc5)cc34)nc12,357.38,3.105,2,6,True,diabetes
COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5ccncc5)cc34)nc12,356.39,3.71,2,5,True,diabetes
COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cnc6ccccc6c5)cc34)nc12,406.45,4.863,2,5,True,diabetes
COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,406.45,4.863,2,5,True,diabetes
OCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,392.42,4.209,3,5,True,diabetes
CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5c(COC)cccc5[nH]4)c3c2)c1C,427.51,4.128,3,6,True,diabetes
COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc(CN(C)C)c5)cc34)nc12,413.49,3.771,2,6,True,diabetes
CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(OC)ccc5[nH]4)c3c2)c1,399.46,3.681,3,6,True,diabetes
CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)ccc5[nH]4)c3c2)c1,387.42,3.812,3,5,True,diabetes
CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)c(F)cc5[nH]4)c3c2)c1,405.41,3.951,3,5,True,diabetes
CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)c3c2)c1,467.58,3.425,3,7,True,diabetes
CNCc1cncc(-c2cnc3[nH]nc(-c4nc5c(COC)cccc5[nH]4)c3c2)c1,399.46,3.429,3,6,True,diabetes
CC(C)NC(=O)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,447.5,4.855,3,5,True,diabetes
c1ccc2c(-c3cnc4[nH]nc(-c5nc6cc(N7CCOCC7)ccc6[nH]5)c4c3)cncc2c1,447.5,4.553,2,6,True,diabetes
CN1CCN(c2ccc3[nH]c(-c4n[nH]c5ncc(-c6cncc7ccccc67)cc45)nc3c2)CC1,460.55,4.468,2,6,True,diabetes
COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cccnc5)cc34)nc12,356.39,3.71,2,5,True,diabetes
O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12,281.31,1.684,0,4,True,diabetes
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(N)nc2N(C)C1=O,456.43,4.215,2,5,True,diabetes
Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,275.29,1.24,3,4,True,diabetes
O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,381.44,2.069,4,5,True,diabetes
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)Nc2cccc(NC(C)=O)c2)cc1,406.45,3.383,4,6,True,diabetes
COc1cc(O)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1,454.53,4.239,3,6,True,diabetes
CN1CCN(c2cccc3nc(-c4n[nH]c5cc(-c6ccc(N)cc6)ccc45)[nH]c23)CC1,423.52,4.107,3,5,True,diabetes
COc1cc2c3c(-c4ccc(O)cc4)c[nH]c(=O)c3n(C)c2cc1OC,350.37,3.41,2,4,True,diabetes
COc1cc2[nH]c3c(=O)[nH]cc(-c4ccc(O)cc4)c3c2cc1OC,336.35,3.399,3,4,True,diabetes
Cn1c2ccccc2c2c(-c3ccc(O)cc3)c[nH]c(=O)c21,290.32,3.392,2,2,True,diabetes
COc1ccc2c(c1)c1c(-c3ccc(O)cc3)c[nH]c(=O)c1n2C,320.35,3.401,2,3,True,diabetes
COc1cc2c3ccn(Cc4ccccc4)c(=O)c3n(C)c2cc1OC,348.4,3.559,0,3,True,diabetes
COc1cc2c3c(C)c[nH]c(=O)c3n(C)c2cc1OC,272.3,2.345,1,3,True,diabetes
COc1cc2c3c(-c4ccccc4)c[nH]c(=O)c3n(C)c2cc1OC,334.38,3.704,1,3,True,diabetes
COc1cc2c3c(-c4cccc(O)c4)c[nH]c(=O)c3n(C)c2cc1OC,350.37,3.41,2,4,True,diabetes
Cc1cccc(C(=O)Nc2cccc([C@H](C)Nc3cncc(Cl)n3)c2)c1,366.85,4.864,2,4,True,diabetes
Cl.N[C@@H](CCCCN/C=C1\C(=O)Nc2ccccc21)C(=O)O,325.8,1.573,4,4,True,diabetes
Cl.N[C@@H](CCCCN/C=C1\C(=O)Nc2ccc(Br)cc21)C(=O)O,404.69,2.336,4,4,True,diabetes
Cl.N[C@@H](CCCN/C=C1\C(=O)Nc2ccc(Br)cc21)C(=O)O,390.67,1.946,4,4,True,diabetes
Cl.N[C@@H](CCCN/C=C1\C(=O)Nc2ccccc21)C(=O)O,311.77,1.183,4,4,True,diabetes
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,460.59,2.566,2,7,True,diabetes
Cc1cc(O)cc(-c2nn(CC#N)cc2-c2cc(NC[C@H](C)O)nc(-c3cccnc3)n2)c1,441.5,3.399,3,8,True,diabetes
C#Cn1c(C#CCCO)nc(-c2ccc(F)cc2)c1-c1ccncc1,331.35,2.924,1,3,True,diabetes
CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21,276.3,2.526,1,2,True,diabetes
