smiles,molecular_weight,logp,hbd,hba,passes_lipinski,is_valid
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,430.5520000000002,-0.2692999999999979,3,6,True,True
CN(C)S(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,458.6060000000004,0.33360000000000234,2,6,True,True
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)c2cccc3ccccc23)C1,365.4770000000001,2.6880000000000006,2,3,True,True
N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,367.446,2.4031000000000002,2,5,True,True
COc1ccc(NC(=O)O[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,361.4420000000002,2.3621,2,5,True,True
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)C1,383.5170000000001,2.5985000000000005,2,4,True,True
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,430.5520000000002,-0.2692999999999979,3,6,True,True
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccccc2-c2ccccc2)C1,407.5140000000001,4.020500000000002,2,4,True,True
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(=O)(=O)C(F)(F)F)cc2)C1,483.53400000000016,1.3767999999999996,2,6,True,True
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,380.49200000000013,3.0797000000000008,3,3,True,True
CO[C@@H]1CCC[C@H]([C@H](N)C(=O)N2CCCC2)C1,240.34699999999992,1.1413,1,3,True,True
CS(=O)(=O)c1ccccc1S(=O)(=O)N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCCC2)C1,429.5640000000004,0.48680000000000123,2,6,True,True
N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@H](OC(=O)Nc2ccc(I)cc2)C1,471.33900000000006,3.348200000000001,2,4,True,True
N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,471.33900000000006,3.348200000000001,2,4,True,True
N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@H](O)C1,226.31999999999996,0.487199999999999,2,3,True,True
COc1ccc(NC(=O)O[C@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,393.5090000000002,2.6627,2,6,True,True
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,430.5520000000002,-0.2692999999999979,3,6,True,True
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](O)C1,212.29299999999998,0.09709999999999958,2,3,True,True
COc1ccc(NC(=O)O[C@@H]2CC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,379.48200000000014,2.2725999999999997,2,6,True,True
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,457.31200000000007,2.958100000000001,2,4,True,True
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,398.5320000000001,2.9902000000000006,3,4,True,True
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](OC(=O)Nc2ccc(I)cc2)C1,457.31200000000007,2.958100000000001,2,4,True,True
COc1ccc(NC(=O)O[C@@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,361.4420000000002,2.3621,2,5,True,True
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,380.49200000000013,3.0797000000000008,3,3,True,True
